annee;diplome;situation;genre;disciplines;code_du_domaine;domaine;code_de_la_discipline;discipline;code_du_secteur_disciplinaire;secteur_disciplinaire;nombre_de_reponses;taux_d_insertion;taux_d_emploi;taux_d_emploi_salarie_en_france;emplois_cadre_ou_professions_intermediaires;emplois_cadre;emplois_exterieurs_a_la_region_de_l_universite;emplois_stables;emplois_a_temps_plein;salaire_net_median_des_emplois_a_temps_plein;salaire_brut_annuel_estime;salaire_net_des_emplois_a_temps_plein_1_er_quartile;salaire_net_des_emplois_a_temps_plein_3eme_quartile;diplomes_boursiers;femmes;taux_de_chomage_national;salaire_net_mensuel_median_national;code_du_secteur_disciplinaire_sise;salaire_net_mensuel_national_1er_quartile;salaire_net_mensuel_national_3eme_quartile;cle_disc;statut_liberal;statut_fonct;statut_cdi;statut_cdimiss;statut_conspe;statut_cdd;statut_vac;statut_interim;statut_intermit;statut_contrpro;statut_aide;statut_volont;employ_meme;employ_fp;employ_entrpriv;employ_entrpub;employ_asso;employ_libe;employ_orga;employ_sem;employ_parti;secteur_agri;secteur_indus;secteur_constr;secteur_immo;secteur_comm;secteur_info;secteur_fin;secteur_spe;secteur_serv;secteur_ens;secteur_admin;secteur_sante;secteur_arts;secteur_autres;niveau_agri;niveau_articomm;niveau_lib;niveau_cata;niveau_inge;niveau_catb;niveau_tech;niveau_catc;niveau_ouvr;niveau_empl
2017;MASTER LMD;18 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_04;Pluridisciplinaire sciences économiques et gestion;138;96;;;92;66;47;86;98;2200;34300;1800;2550;23;;7.8;1900;SD62;1470;2330;disc05_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;MASTER LMD;18 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_04;Pluridisciplinaire sciences économiques et gestion;110;93;;;90;60;61;78;97;2420;37700;1850;2930;37;;7.8;1930;SD62;1490;2380;disc05_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;MASTER LMD;30 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_04;Pluridisciplinaire sciences économiques et gestion;133;93;;;93;56;41;81;99;2150;33500;1800;2560;39;;7.8;1930;SD62;1490;2380;disc05_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;MASTER LMD;30 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_04;Pluridisciplinaire sciences économiques et gestion;50;98;;;98;66;48;62;100;2000;31100;ns;ns;40;;7.2;1980;SD62;1480;2480;disc05_04_30;0;2;60;0;;32;0;2;0;0;0;4;0;15;52;0;27;0;3;2;0;0;7;0;0;16;7;4;11;15;9;8;11;5;7;0;0;0;13;53;15;17;0;0;2
2014;MASTER LMD;18 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_04;Pluridisciplinaire sciences économiques et gestion;229;93;;;80;55;23;71;97;1930;30200;1600;2250;18;;9.3;1870;SD62;1480;2280;disc05_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;MASTER LMD;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_04;Pluridisciplinaire sciences économiques et gestion;95;85;;;93;66;49;62;99;1850;31200;ns;ns;36;52;7.2;1980;SD62;1480;2480;disc05_04_18;1;2;57;1;;32;0;3;0;0;0;3;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;14;51;9;18;0;0;7
2020;MASTER LMD;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_04;Pluridisciplinaire sciences économiques et gestion;121;83;79;72;85;63;45;59;96;2000;33800;1630;2600;29;45;6.9;2020;SD62;1530;2510;disc05_04_18;2;2;55;0;;37;1;2;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;15;47;3;18;2;1;11
2016;MASTER LMD;18 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_04;Pluridisciplinaire sciences économiques et gestion;186;90;;;87;53;26;78;98;1950;30400;1570;2340;23;;8.5;1830;SD62;1450;2180;disc05_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_04;Pluridisciplinaire sciences économiques et gestion;186;97;;;90;54;26;90;99;2050;32000;1730;2510;23;;8.5;1830;SD62;1450;2180;disc05_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_04;Pluridisciplinaire sciences économiques et gestion;138;96;;;95;72;47;88;99;2410;37600;2000;2920;23;;7.8;1900;SD62;1470;2330;disc05_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;disc05_04;Pluridisciplinaire sciences économiques et gestion;219;94;;;78;51;34;79;97;1930;30000;1600;2330;25;;8.6;1865;SD62;1475;2280;disc05_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06;Ensemble Lettres, langues, arts;541;79;;;71;44;43;56;82;1650;25700;1320;1920;36;;9.9;1870;;1490;2280;disc06_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06;Ensemble Lettres, langues, arts;2065;83;;;69;43;43;55;81;1590;24900;1300;1800;36;;9.9;1870;;1490;2280;disc06_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06;Ensemble Lettres, langues, arts;2632;87;;;74;46;44;66;84;1680;26200;1400;1970;36;79;9.9;1870;;1490;2280;disc06_30;10;14;41;;0;23;3;1;3;0;3;2;10;29;2;48;11;1;;;0;1;5;1;;14;10;2;6;2;28;5;3;14;9;;;;17;29;4;23;4;1;21
2017;MASTER LMD;18 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06;Ensemble Lettres, langues, arts;2520;84;;;74;42;48;54;84;1600;25000;1350;1920;43;78;7.8;1900;;1470;2330;disc06_18;10;2;42;0;;36;2;3;3;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;;2;8;7;27;4;29;3;1;19
2014;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06;Ensemble Lettres, langues, arts;544;84;;;73;50;40;62;86;1650;25700;1370;2000;41;;9.3;1870;;1480;2280;disc06_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06;Ensemble Lettres, langues, arts;2706;89;;;79;49;47;66;88;1750;27300;1470;2150;44;78;7.2;1980;;1480;2480;disc06_30;12;4;50;0;;26;1;1;4;0;1;2;11;20;54;2;11;0;1;0;0;1;8;1;1;14;14;3;7;4;18;7;3;12;5;0;3;8;10;31;5;25;5;1;13
2019;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06;Ensemble Lettres, langues, arts;607;79;;;75;50;45;59;82;1750;28100;1360;2100;40;;7.2;1980;;1480;2480;disc06_18;15;2;39;3;;26;2;3;6;0;0;3;;;;;;;;;;;;;;;;;;;;;;;;0;3;12;10;28;4;22;4;3;15
2020;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06;Ensemble Lettres, langues, arts;2036;89;82;62;79;49;45;72;88;1810;28200;1550;2240;44;;6.9;2020;;1530;2510;disc06_30;13;4;55;0;;22;1;1;3;0;0;1;69;17;53;3;14;1;0;0;0;1;5;1;1;13;13;2;8;5;18;8;5;15;5;0;4;9;8;31;5;25;3;1;13
2020;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06;Ensemble Lettres, langues, arts;634;88;82;60;83;60;43;73;91;1920;30000;1620;2400;41;;6.9;2020;;1530;2510;disc06_30;16;3;54;0;;20;1;1;6;0;0;0;78;14;59;3;8;0;1;0;0;1;5;1;1;14;20;4;8;2;13;6;2;19;3;0;4;11;9;39;2;22;2;1;10
2015;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06;Ensemble Lettres, langues, arts;2074;87;;;69;40;48;61;84;1600;25000;1370;2000;40;;8.6;1865;;1475;2280;disc06_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06;Ensemble Lettres, langues, arts;560;84;;;79;50;48;67;85;1750;27300;1450;2200;37;;8.5;1830;;1450;2180;disc06_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06;Ensemble Lettres, langues, arts;2006;86;;;77;43;48;67;85;1650;25700;1390;2000;41;;8.5;1830;;1450;2180;disc06_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06;Ensemble Lettres, langues, arts;2564;86;;;72;46;46;65;84;1640;25600;1370;1900;34;79;10.1;1830;;1460;2230;disc06_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_01;Arts;394;80;;;70;41;42;47;75;1500;23400;1250;1800;42;;7.8;1900;SD21;1470;2330;disc06_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_01;Arts;613;86;;;72;42;40;58;76;1650;25700;1400;2000;41;65;7.2;1980;SD21;1480;2480;disc06_01_30;18;3;37;0;;23;2;1;14;0;1;1;18;17;44;3;17;0;0;0;0;1;6;2;0;11;18;1;5;1;9;6;2;33;5;0;6;12;6;23;5;25;7;2;13
2020;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_01;Arts;394;88;79;63;75;42;32;70;76;1700;26500;1480;2040;41;;6.9;2020;SD21;1530;2510;disc06_01_30;19;2;48;0;;16;0;0;12;1;1;0;70;11;47;4;19;0;0;0;0;0;4;0;1;11;15;0;7;2;8;4;5;41;3;0;7;12;4;26;4;29;3;1;14
2017;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_01;Arts;394;85;;;79;43;42;52;86;1550;24200;1310;1890;42;;7.8;1900;SD21;1470;2330;disc06_01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Arts;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_01;Arts;718;79;;;63;36;35;48;72;1380;21600;1200;1640;35;73;8.6;1865;SD21;1475;2280;disc06_01_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Cultures et langues régionales;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_02;Cultures et langues régionales;1;ns;;;nd;nd;nd;nd;nd;nd;nd;nd;nd;ns;;7.8;1900;SD25;1470;2330;disc06_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Cultures et langues régionales;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_02;Cultures et langues régionales;5;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;SD25;1480;2280;disc06_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Cultures et langues régionales;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_02;Cultures et langues régionales;11;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;9.3;1870;SD25;1480;2280;disc06_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Cultures et langues régionales;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_02;Cultures et langues régionales;6;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;SD25;1480;2280;disc06_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Cultures et langues régionales;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_02;Cultures et langues régionales;3;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;SD25;1450;2180;disc06_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Cultures et langues régionales;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_02;Cultures et langues régionales;;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;;;10.1;1830;SD25;1460;2230;disc06_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Cultures et langues régionales;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_02;Cultures et langues régionales;10;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;10.1;1830;SD25;1460;2230;disc06_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Cultures et langues régionales;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_02;Cultures et langues régionales;1;ns;;;nd;nd;nd;nd;nd;nd;nd;nd;nd;ns;;7.8;1900;SD25;1470;2330;disc06_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Cultures et langues régionales;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_02;Cultures et langues régionales;3;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;7.8;1900;SD25;1470;2330;disc06_02_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;MASTER LMD;18 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Cultures et langues régionales;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_02;Cultures et langues régionales;5;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;8.6;1865;SD25;1475;2280;disc06_02_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Français, langue étrangère;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_03;Français, langue étrangère;80;91;;;83;61;63;34;75;1500;23400;ns;ns;22;79;9.3;1870;SD22;1480;2280;disc06_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Français, langue étrangère;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_03;Français, langue étrangère;17;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;SD22;1480;2280;disc06_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Français, langue étrangère;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_03;Français, langue étrangère;48;86;;;91;56;55;58;84;1500;23400;ns;ns;25;;7.2;1980;SD22;1480;2480;disc06_03_30;11;10;37;0;;37;0;2;0;0;0;3;11;35;27;0;27;0;0;0;0;0;0;0;0;0;0;0;3;3;74;5;5;4;6;0;0;11;26;19;6;29;5;0;4
2020;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Français, langue étrangère;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_03;Français, langue étrangère;9;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;6.9;2020;SD22;1530;2510;disc06_03_18;ns;ns;ns;ns;;ns;ns;ns;ns;ns;ns;ns;;;;;;;;;;;;;;;;;;;;;;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns
2020;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Français, langue étrangère;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_03;Français, langue étrangère;79;85;79;49;86;58;59;60;73;1710;26700;ns;ns;50;88;6.9;2020;SD22;1530;2510;disc06_03_30;24;2;33;0;;41;0;0;0;0;0;0;57;21;28;4;22;0;0;1;0;1;0;0;0;6;5;0;1;1;65;8;7;2;1;0;1;24;19;15;6;22;1;1;10
2016;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Français, langue étrangère;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_03;Français, langue étrangère;48;96;;;85;48;48;43;76;1460;22700;ns;ns;30;;8.5;1830;SD22;1450;2180;disc06_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Français, langue étrangère;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_03;Français, langue étrangère;;94;;;76;;60;41;73;1400;21800;ns;ns;;;10.1;1830;SD22;1460;2230;disc06_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;MASTER LMD;18 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Français, langue étrangère;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_03;Français, langue étrangère;;ns;;;ns;;ns;ns;ns;ns;ns;ns;ns;;;10.1;1830;SD22;1460;2230;disc06_03_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;femmes et hommes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures anciennes;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_04;Langues et littératures anciennes;7;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;9.9;1870;SD18;1490;2280;disc06_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures anciennes;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_04;Langues et littératures anciennes;0;nd;;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;;7.8;1900;SD18;1470;2330;disc06_04_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures anciennes;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_04;Langues et littératures anciennes;2;ns;;;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.9;1870;SD18;1490;2280;disc06_04_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;MASTER LMD;18 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures étrangères;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_05;Langues et littératures étrangères;262;85;;;75;55;42;59;89;1600;25000;1300;1800;37;;9.3;1870;SD23;1480;2280;disc06_05_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;MASTER LMD;30 mois après le diplôme;femmes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures étrangères;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_05;Langues et littératures étrangères;334;90;83;67;81;52;44;71;94;1900;29600;1600;2310;44;;6.9;2020;SD23;1530;2510;disc06_05_30;7;7;56;1;;25;1;0;2;0;0;1;61;26;48;3;13;1;1;1;0;1;4;1;1;8;13;4;9;9;14;16;5;10;6;0;3;4;15;33;7;23;4;1;11
2016;MASTER LMD;30 mois après le diplôme;hommes;Lettres, langues, arts>Lettres, langues, arts>Langues et littératures étrangères;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;disc06_05;Langues et littératures étrangères;76;87;;;77;58;46;61;80;1700;26500;ns;ns;37;;8.5;1830;SD23;1450;2180;disc06_05_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
