session;type_du_diplome;filiere;diplome;intitule_du_diplome;code_du_diplome;scolaires_presents;scolaires_admis;taux_de_reussite_scolaire;apprentis_presents;apprentis_admis;taux_de_reussite_en_apprentissage;formation_continue_presents;formation_continue_admis;taux_de_reussite_en_formation_continue;individuels_presents;individuels_admis;taux_de_reussite_individuel;enseignement_a_distance_presents;enseignement_a_distance_admis;taux_de_reussite_enseignement_a_distance;total_presents;total_admis;taux_de_reussite_total;diplome_court
2018;BAC PRO;Automobile, engins;BAC PRO 25214 MAINT.VEHIC.OPTA VOIT.PARTICUL.;MAINT.VEHIC.OPTA VOIT.PARTICUL.;25214;4853;3760;0.774778487533484;353;285;0.807365439093485;33;30;0.909090909090909;7;2;0.285714285714286;;;;5246;4077;0.7771635531833778;BAC PRO MAINT.VEHIC.OPTA VOIT.PARTICUL.
2018;BAC PRO;Construction, bâtiment, travaux publics;BAC PRO 23005 TECHN. ETUDES BAT B ASSIST.ARCHI.;TECHN. ETUDES BAT B ASSIST.ARCHI.;23005;1098;924;0.841530054644809;7;7;1.0;9;9;1.0;;;;;;;1114;940;0.8438061041292639;BAC PRO TECHN. ETUDES BAT B ASSIST.ARCHI.
2018;BAC PRO;Construction, bâtiment, travaux publics;BAC PRO 23303 MENUISERIE ALUMINIUM-VERRE;MENUISERIE ALUMINIUM-VERRE;23303;332;236;0.710843373493976;37;29;0.783783783783784;3;3;1.0;;;;;;;372;268;0.7204301075268817;BAC PRO MENUISERIE ALUMINIUM-VERRE
2018;BAC PRO;Construction, bâtiment, travaux publics;BAC PRO 23408 AGENCEMENT ESPACE ARCHITECTURAL;AGENCEMENT ESPACE ARCHITECTURAL;23408;332;282;0.849397590361446;;;;;;;;;;;;;332;282;0.8493975903614458;BAC PRO AGENCEMENT ESPACE ARCHITECTURAL
2018;BAC PRO;Electricité, électronique/numérique, environnement;BAC PRO 22704 TECHN. MAINT. SYST.ENERG.CLIMATI;TECHN. MAINT. SYST.ENERG.CLIMATI;22704;1143;845;0.73928258967629;55;47;0.854545454545455;91;87;0.956043956043956;;;;;;;1289;979;0.7595034910783554;BAC PRO TECHN. MAINT. SYST.ENERG.CLIMATI
2018;BAC PRO;Electricité, électronique/numérique, environnement;BAC PRO 34303 GEST. POLLUTIONS PROTEC. ENVIRON.;GEST. POLLUTIONS PROTEC. ENVIRON.;34303;58;40;0.689655172413793;;;;3;3;1.0;;;;;;;61;43;0.7049180327868853;BAC PRO GEST. POLLUTIONS PROTEC. ENVIRON.
2018;BAC PRO;Gestion-administration, transport, logistique, sécurité;BAC PRO 31106 LOGISTIQUE;LOGISTIQUE;31106;2252;1763;0.782859680284192;44;39;0.886363636363636;61;59;0.967213114754098;1;1;1.0;;;;2358;1862;0.7896522476675149;BAC PRO LOGISTIQUE
2018;BAC PRO;Gestion-administration, transport, logistique, sécurité;BAC PRO 31108 TRANSPORT;TRANSPORT;31108;891;688;0.772166105499439;;;;6;6;1.0;1;0;0.0;;;;898;694;0.7728285077951003;BAC PRO TRANSPORT
2018;BAC PRO;Industries graphiques, communication, audiovisuel, spectacle;BAC PRO 32208 REAL.PR.IMPR.PLURI.OPTB.PR.IMPR.;REAL.PR.IMPR.PLURI.OPTB.PR.IMPR.;32208;345;291;0.843478260869565;18;13;0.722222222222222;2;2;1.0;;;;;;;365;306;0.8383561643835616;BAC PRO REAL.PR.IMPR.PLURI.OPTB.PR.IMPR.
2018;BAC PRO;Industries graphiques, communication, audiovisuel, spectacle;BAC PRO 32304 PHOTOGRAPHIE;PHOTOGRAPHIE;32304;342;292;0.853801169590643;11;10;0.909090909090909;;;;;;;10;6;0.6;363;308;0.8484848484848485;BAC PRO PHOTOGRAPHIE
2018;BAC PRO;Productique, mécanique, automatisation;BAC PRO 25007 MAINTENANCE EQUIPEMENTS INDUST.;MAINTENANCE EQUIPEMENTS INDUST.;25007;6174;4635;0.750728862973761;103;88;0.854368932038835;148;134;0.905405405405405;8;8;1.0;;;;6433;4865;0.7562568008705114;BAC PRO MAINTENANCE EQUIPEMENTS INDUST.
2018;BAC PRO;Productique, mécanique, automatisation;BAC PRO 25106 TECHNICIEN D'USINAGE;TECHNICIEN D'USINAGE;25106;2295;1757;0.76557734204793;103;88;0.854368932038835;114;104;0.912280701754386;;;;;;;2512;1949;0.7758757961783439;BAC PRO TECHNICIEN D'USINAGE
2018;BAC PRO;Santé, social, services à la personne et à la collectivité;BAC PRO 33004 ACC.SOINS-S.PERS. OPT.EN STRUCTUR;ACC.SOINS-S.PERS. OPT.EN STRUCTUR;33004;15768;14655;0.92941400304414;13;10;0.769230769230769;4;2;0.5;;;;50;29;0.58;15835;14696;0.9280707293969056;BAC PRO ACC.SOINS-S.PERS. OPT.EN STRUCTUR
2018;BAC PRO;Santé, social, services à la personne et à la collectivité;BAC PRO 33602 PERRUQUIER POSTICHEUR;PERRUQUIER POSTICHEUR;33602;42;36;0.857142857142857;;;;;;;;;;;;;42;36;0.8571428571428571;BAC PRO PERRUQUIER POSTICHEUR
2018;BAC PRO;Santé, social, services à la personne et à la collectivité;BAC PRO 34304 HYGIENE PROPRETE STERILISATION;HYGIENE PROPRETE STERILISATION;34304;675;558;0.826666666666667;;;;12;12;1.0;;;;;;;687;570;0.8296943231441049;BAC PRO HYGIENE PROPRETE STERILISATION
2018;BP;Alimentation, hôtellerie, restauration, tourisme;BP 22107 CHARCUTIER TRAITEUR;CHARCUTIER TRAITEUR;22107;;;;42;34;0.80952380952381;1;1;1.0;;;;;;;43;35;0.813953488372093;BP CHARCUTIER TRAITEUR
2018;BP;Construction, bâtiment, travaux publics;BP 23209 METIERS DE LA PISCINE;METIERS DE LA PISCINE;23209;;;;26;23;0.884615384615385;;;;;;;;;;26;23;0.8846153846153846;BP METIERS DE LA PISCINE
2018;BP;Construction, bâtiment, travaux publics;BP 23408 MENUISIER;MENUISIER;23408;;;;220;181;0.822727272727273;27;25;0.925925925925926;;;;;;;247;206;0.8340080971659919;BP MENUISIER
2018;BP;Electricité, électronique/numérique, environnement;BP 22709 MONTEUR INSTALL.GENIE CLIM.&SANIT;MONTEUR INSTALL.GENIE CLIM.&SANIT;22709;;;;280;172;0.614285714285714;6;5;0.833333333333333;;;;;;;286;177;0.6188811188811189;BP MONTEUR INSTALL.GENIE CLIM.&SANIT
2018;BP;Electricité, électronique/numérique, environnement;BP 25513 INSTALLAT. ET EQUIPMTS ELECTRIQ.;INSTALLAT. ET EQUIPMTS ELECTRIQ.;25513;;;;163;113;0.693251533742331;;;;;;;;;;163;113;0.6932515337423313;BP INSTALLAT. ET EQUIPMTS ELECTRIQ.
2018;BP;Relation client, commerce, vente;BP 31206 FLEURISTE;FLEURISTE;31206;;;;128;93;0.7265625;4;4;1.0;;;;;;;132;97;0.7348484848484849;BP FLEURISTE
2018;BTS;Alimentation, hôtellerie, restauration, tourisme;BTS 33420 TOURISME;TOURISME;33420;3325;3023;0.909172932330827;68;58;0.852941176470588;63;56;0.888888888888889;;;;131;51;0.389312977099237;3587;3188;0.8887649846668525;BTS TOURISME
2018;BTS;Automobile, engins;BTS 25214 MOTEURS A COMBUSTION INTERNE;MOTEURS A COMBUSTION INTERNE;25214;169;134;0.792899408284024;20;16;0.8;1;1;1.0;;;;;;;190;151;0.7947368421052632;BTS MOTEURS A COMBUSTION INTERNE
2018;BTS;Automobile, engins;BTS 25411 CONCEPT.& REALISAT.DE CARROSSERIE;CONCEPT.& REALISAT.DE CARROSSERIE;25411;90;72;0.8;9;9;1.0;;;;;;;;;;99;81;0.8181818181818182;BTS CONCEPT.& REALISAT.DE CARROSSERIE
2018;BTS;Construction, bâtiment, travaux publics;BTS 23012 BATIMENT;BATIMENT;23012;960;707;0.736458333333333;269;201;0.747211895910781;54;46;0.851851851851852;;;;6;2;0.333333333333333;1289;956;0.7416602017067494;BTS BATIMENT
2018;BTS;Construction, bâtiment, travaux publics;BTS 23305 ETUDE ET REALISATION D'AGENCEMENT;ETUDE ET REALISATION D'AGENCEMENT;23305;296;265;0.89527027027027;15;15;1.0;;;;;;;;;;311;280;0.9003215434083601;BTS ETUDE ET REALISATION D'AGENCEMENT
2018;BTS;Construction, bâtiment, travaux publics;BTS 23411 DEVELOPPEMENT ET REALISATION BOIS;DEVELOPPEMENT ET REALISATION BOIS;23411;198;153;0.772727272727273;37;32;0.864864864864865;;;;;;;;;;235;185;0.7872340425531915;BTS DEVELOPPEMENT ET REALISATION BOIS
2018;BTS;Electricité, électronique/numérique, environnement;BTS 22709 FLUID.EN.DOM.OPTA GEN.CLIM.FLUID.;FLUID.EN.DOM.OPTA GEN.CLIM.FLUID.;22709;442;353;0.798642533936652;141;114;0.808510638297872;22;19;0.863636363636364;;;;;;;605;486;0.8033057851239669;BTS FLUID.EN.DOM.OPTA GEN.CLIM.FLUID.
2018;BTS;Electricité, électronique/numérique, environnement;BTS 22711 FLUID.EN.DOM.OP.C DOMOT.BAT.COMM.;FLUID.EN.DOM.OP.C DOMOT.BAT.COMM.;22711;427;332;0.77751756440281;56;41;0.732142857142857;22;12;0.545454545454545;;;;;;;505;385;0.7623762376237624;BTS FLUID.EN.DOM.OP.C DOMOT.BAT.COMM.
2018;BTS;Gestion-administration, transport, logistique, sécurité;BTS 32408 ASSISTANT DE MANAGER;ASSISTANT DE MANAGER;32408;5280;4273;0.809280303030303;469;382;0.814498933901919;315;259;0.822222222222222;;;;71;29;0.408450704225352;6135;4943;0.8057049714751426;BTS ASSISTANT DE MANAGER
2018;BTS;Gestion-administration, transport, logistique, sécurité;BTS 34501 NOTARIAT;NOTARIAT;34501;527;467;0.886148007590133;15;15;1.0;;;;;;;110;42;0.381818181818182;652;524;0.803680981595092;BTS NOTARIAT
2018;BTS;Industries graphiques, communication, audiovisuel, spectacle;BTS 32329 MET.AUDIOVISUEL OPT.METIERS.IMAGE;MET.AUDIOVISUEL OPT.METIERS.IMAGE;32329;125;123;0.984;9;7;0.777777777777778;8;8;1.0;;;;;;;142;138;0.971830985915493;BTS MET.AUDIOVISUEL OPT.METIERS.IMAGE
2018;BTS;Mer;BTS 25518 MAINTEN. SYSTEMES ELECTRO-NAVALS;MAINTEN. SYSTEMES ELECTRO-NAVALS;25518;20;19;0.95;;;;;;;;;;;;;20;19;0.95;BTS MAINTEN. SYSTEMES ELECTRO-NAVALS
2018;BTS;Productique, mécanique, automatisation;BTS 25410 CONCEPT.& REAL.CHAUDRONNERIE IND.;CONCEPT.& REAL.CHAUDRONNERIE IND.;25410;360;291;0.808333333333333;128;89;0.6953125;9;4;0.444444444444444;;;;;;;497;384;0.772635814889336;BTS CONCEPT.& REAL.CHAUDRONNERIE IND.
2018;BTS;Relation client, commerce, vente;BTS 31309 PROFESSIONS IMMOBILIERES;PROFESSIONS IMMOBILIERES;31309;1012;835;0.825098814229249;179;139;0.776536312849162;162;129;0.796296296296296;;;;95;48;0.505263157894737;1448;1151;0.794889502762431;BTS PROFESSIONS IMMOBILIERES
2018;BTS;Santé, social, services à la personne et à la collectivité;BTS 33105 PODO-ORTHESISTE;PODO-ORTHESISTE;33105;36;29;0.805555555555556;;;;;;;;;;;;;36;29;0.8055555555555556;BTS PODO-ORTHESISTE
2018;BTS;Santé, social, services à la personne et à la collectivité;BTS 33107 OPTICIEN LUNETIER;OPTICIEN LUNETIER;33107;775;542;0.699354838709677;107;58;0.542056074766355;116;49;0.422413793103448;;;;8;2;0.25;1006;651;0.647117296222664;BTS OPTICIEN LUNETIER
2018;BTS;Santé, social, services à la personne et à la collectivité;BTS 33605 MET. ESTH.COSM.PARF. OPT.C COSM.;MET. ESTH.COSM.PARF. OPT.C COSM.;33605;140;124;0.885714285714286;;;;;;;;;;1;0;0.0;141;124;0.8794326241134752;BTS MET. ESTH.COSM.PARF. OPT.C COSM.
2018;CAP;Aéronautique;CAP 25306 AERONAUTIQUE OPTION SYSTEMES;AERONAUTIQUE OPTION SYSTEMES;25306;333;320;0.960960960960961;7;7;1.0;;;;3;2;0.666666666666667;;;;343;329;0.9591836734693877;CAP AERONAUTIQUE OPTION SYSTEMES
2018;CAP;Alimentation, hôtellerie, restauration, tourisme;CAP 22129 AGENT POLYVALENT DE RESTAURATI;AGENT POLYVALENT DE RESTAURATI;22129;3320;2880;0.867469879518072;136;124;0.911764705882353;169;159;0.940828402366864;17;15;0.882352941176471;;;;3642;3178;0.8725974739154311;CAP AGENT POLYVALENT DE RESTAURATI
2018;CAP;Alimentation, hôtellerie, restauration, tourisme;CAP 22138 GLACIER-FABRICANT;GLACIER-FABRICANT;22138;6;5;0.833333333333333;10;10;1.0;7;7;1.0;;;;;;;23;22;0.9565217391304348;CAP GLACIER-FABRICANT
2018;CAP;Alimentation, hôtellerie, restauration, tourisme;CAP 22139 CUISINE;CUISINE;22139;2281;1935;0.848312143796581;1213;979;0.807089859851608;1237;1154;0.932902182700081;116;100;0.862068965517241;2;1;0.5;4849;4169;0.8597648999793772;CAP CUISINE
2018;CAP;Alimentation, hôtellerie, restauration, tourisme;CAP 31221 POISSONNIER;POISSONNIER;31221;23;22;0.956521739130435;41;36;0.878048780487805;18;18;1.0;2;2;1.0;;;;84;78;0.9285714285714286;CAP POISSONNIER
2018;CAP;Alimentation, hôtellerie, restauration, tourisme;CAP 33408 SERVICES HÔTELIERS;SERVICES HÔTELIERS;33408;437;382;0.874141876430206;;;;17;15;0.882352941176471;8;8;1.0;;;;462;405;0.8766233766233766;CAP SERVICES HÔTELIERS
2018;CAP;Automobile, engins;CAP 25218 MAINT.VEHIC.OPTA VOIT.PARTICUL.;MAINT.VEHIC.OPTA VOIT.PARTICUL.;25218;6318;5533;0.875751820196265;611;534;0.873977086743044;248;233;0.939516129032258;190;158;0.831578947368421;1;1;1.0;7368;6459;0.876628664495114;CAP MAINT.VEHIC.OPTA VOIT.PARTICUL.
2018;CAP;Automobile, engins;CAP 25219 MAINT.VEHIC.OPTB VEHIC.TRANS.ROUT;MAINT.VEHIC.OPTB VEHIC.TRANS.ROUT;25219;816;709;0.868872549019608;125;112;0.896;19;13;0.68421052631579;20;11;0.55;;;;980;845;0.8622448979591837;CAP MAINT.VEHIC.OPTB VEHIC.TRANS.ROUT
2018;CAP;Automobile, engins;CAP 25221 MAINT.MATERIELS OPT.A AGRICOLES;MAINT.MATERIELS OPT.A AGRICOLES;25221;692;656;0.947976878612717;95;93;0.978947368421053;5;3;0.6;7;4;0.571428571428571;;;;799;756;0.9461827284105131;CAP MAINT.MATERIELS OPT.A AGRICOLES
2018;CAP;Automobile, engins;CAP 25223 MAINT.MATERIELS OPT.C ESP. VERTS;MAINT.MATERIELS OPT.C ESP. VERTS;25223;592;469;0.79222972972973;56;53;0.946428571428571;2;2;1.0;4;2;0.5;;;;654;526;0.8042813455657493;CAP MAINT.MATERIELS OPT.C ESP. VERTS
2018;CAP;Construction, bâtiment, travaux publics;CAP 23217 MACON;MACON;23217;886;683;0.770880361173815;115;97;0.843478260869565;118;108;0.915254237288136;27;19;0.703703703703704;;;;1146;907;0.7914485165794066;CAP MACON
2018;CAP;Construction, bâtiment, travaux publics;CAP 23221 MARBRIER BATIMENT ET DECORATION;MARBRIER BATIMENT ET DECORATION;23221;;;;8;8;1.0;;;;;;;;;;8;8;1.0;CAP MARBRIER BATIMENT ET DECORATION
2018;CAP;Construction, bâtiment, travaux publics;CAP 23321 ETANCHEUR BATIMENT TRAVAUX PUBLI;ETANCHEUR BATIMENT TRAVAUX PUBLI;23321;;;;9;4;0.444444444444444;1;1;1.0;;;;;;;10;5;0.5;CAP ETANCHEUR BATIMENT TRAVAUX PUBLI
2018;CAP;Construction, bâtiment, travaux publics;CAP 23442 MENUISIER INSTALLATEUR;MENUISIER INSTALLATEUR;23442;201;153;0.761194029850746;38;31;0.815789473684211;35;34;0.971428571428571;;;;;;;274;218;0.7956204379562044;CAP MENUISIER INSTALLATEUR
2018;CAP;Electricité, électronique/numérique, environnement;CAP 22713 INSTALLATEUR THERMIQUE;INSTALLATEUR THERMIQUE;22713;643;477;0.741835147744946;53;44;0.830188679245283;303;277;0.914191419141914;1;0;0.0;;;;1000;798;0.798;CAP INSTALLATEUR THERMIQUE
2018;CAP;Gestion-administration, transport, logistique, sécurité;CAP 25133 AGENT VERIF. APPAR. EXTINCTEURS;AGENT VERIF. APPAR. EXTINCTEURS;25133;16;16;1.0;;;;;;;;;;;;;16;16;1.0;CAP AGENT VERIF. APPAR. EXTINCTEURS
2018;CAP;Gestion-administration, transport, logistique, sécurité;CAP 31121 TRANSPORT FLUVIAL;TRANSPORT FLUVIAL;31121;31;29;0.935483870967742;3;2;0.666666666666667;2;2;1.0;;;;;;;36;33;0.9166666666666666;CAP TRANSPORT FLUVIAL
2018;CAP;Mer;CAP 25217 REPAR.ENTR.EMBARCATIONS PLAISANCE;REPAR.ENTR.EMBARCATIONS PLAISANCE;25217;531;455;0.856873822975518;23;23;1.0;4;4;1.0;16;13;0.8125;;;;574;495;0.8623693379790941;CAP REPAR.ENTR.EMBARCATIONS PLAISANCE
2018;CAP;Métiers d'art;CAP 22324 MOULEUR NOYAUTEUR: CUIVRE BRONZE;MOULEUR NOYAUTEUR: CUIVRE BRONZE;22324;4;4;1.0;2;2;1.0;;;;;;;;;;6;6;1.0;CAP MOULEUR NOYAUTEUR: CUIVRE BRONZE
2018;CAP;Métiers d'art;CAP 22361 ART TEC. BIJ. JOAILL.OP.BIJ.JOAIL;ART TEC. BIJ. JOAILL.OP.BIJ.JOAIL;22361;279;237;0.849462365591398;4;3;0.75;58;55;0.948275862068966;;;;;;;341;295;0.8651026392961877;CAP ART TEC. BIJ. JOAILL.OP.BIJ.JOAIL
2018;CAP;Métiers d'art;CAP 22362 ART TEC BIJ.JOAILL.OP.BIJ.SERTIS.;ART TEC BIJ.JOAILL.OP.BIJ.SERTIS.;22362;40;36;0.9;1;1;1.0;12;12;1.0;;;;;;;53;49;0.9245283018867925;CAP ART TEC BIJ.JOAILL.OP.BIJ.SERTIS.
2018;CAP;Métiers d'art;CAP 22420 MODELES ET MOULES CERAMIQUES;MODELES ET MOULES CERAMIQUES;22420;6;6;1.0;;;;;;;;;;;;;6;6;1.0;CAP MODELES ET MOULES CERAMIQUES
2018;CAP;Métiers d'art;CAP 22427 ARTS & TECH.VERRE: DECORATEUR;ARTS & TECH.VERRE: DECORATEUR;22427;37;32;0.864864864864865;2;2;1.0;;;;;;;;;;39;34;0.8717948717948718;CAP ARTS & TECH.VERRE: DECORATEUR
2018;CAP;Métiers d'art;CAP 22429 SOUFFLEUR VERRE : ENS.LUMINEUSE;SOUFFLEUR VERRE : ENS.LUMINEUSE;22429;;;;;;;1;1;1.0;;;;;;;1;1;1.0;CAP SOUFFLEUR VERRE : ENS.LUMINEUSE
2018;CAP;Métiers d'art;CAP 23437 EBENISTE;EBENISTE;23437;916;738;0.805676855895197;17;11;0.647058823529412;152;143;0.940789473684211;18;17;0.944444444444444;;;;1103;909;0.8241160471441523;CAP EBENISTE
2018;CAP;Productique, mécanique, automatisation;CAP 25123 DECOLLETAGE : OPERATEUR REGLEUR;DECOLLETAGE : OPERATEUR REGLEUR;25123;15;15;1.0;2;2;1.0;11;11;1.0;;;;;;;28;28;1.0;CAP DECOLLETAGE : OPERATEUR REGLEUR
2018;CAP;Productique, mécanique, automatisation;CAP 25134 TRANSPORT CABLES-REMONTEES MECA.;TRANSPORT CABLES-REMONTEES MECA.;25134;24;23;0.958333333333333;;;;;;;;;;;;;24;23;0.9583333333333334;CAP TRANSPORT CABLES-REMONTEES MECA.
2018;CAP;Santé, social, services à la personne et à la collectivité;CAP 33107 PODO-ORTHESISTE;PODO-ORTHESISTE;33107;8;5;0.625;;;;4;3;0.75;;;;;;;12;8;0.6666666666666666;CAP PODO-ORTHESISTE
2018;CAP;Santé, social, services à la personne et à la collectivité;CAP 33611 ESTHETIQUE COSMETIQUE PARFUMERIE;ESTHETIQUE COSMETIQUE PARFUMERIE;33611;2763;2560;0.92652913499819;118;107;0.906779661016949;259;248;0.957528957528958;135;111;0.822222222222222;5;4;0.8;3280;3030;0.9237804878048781;CAP ESTHETIQUE COSMETIQUE PARFUMERIE
2018;CAP;Textile, habillement, cuir;CAP 24239 TAPISSIER-E AMEUBLEMENT EN DECOR;TAPISSIER-E AMEUBLEMENT EN DECOR;24239;71;51;0.71830985915493;1;1;1.0;6;6;1.0;8;6;0.75;;;;86;64;0.7441860465116279;CAP TAPISSIER-E AMEUBLEMENT EN DECOR
2018;CAP;Textile, habillement, cuir;CAP 24240 METIERS DE LA MODE-VÊTEMENT FLOU;METIERS DE LA MODE-VÊTEMENT FLOU;24240;902;760;0.842572062084257;5;4;0.8;140;134;0.957142857142857;25;21;0.84;;;;1072;919;0.8572761194029851;CAP METIERS DE LA MODE-VÊTEMENT FLOU
2018;CAP;Textile, habillement, cuir;CAP 24242 METIERS MODE CHAPELIER-MODISTE;METIERS MODE CHAPELIER-MODISTE;24242;30;29;0.966666666666667;;;;;;;16;15;0.9375;;;;46;44;0.9565217391304348;CAP METIERS MODE CHAPELIER-MODISTE
2018;CAP;Textile, habillement, cuir;CAP 24313 CORDONNIER BOTTIER;CORDONNIER BOTTIER;24313;1;0;0.0;;;;;;;;;;;;;1;0;0.0;CAP CORDONNIER BOTTIER
2018;CAP;Textile, habillement, cuir;CAP 24320 CORDONNERIE MULTISERVICE;CORDONNERIE MULTISERVICE;24320;21;19;0.904761904761905;3;2;0.666666666666667;11;10;0.909090909090909;;;;;;;35;31;0.8857142857142857;CAP CORDONNERIE MULTISERVICE
2018;MC4;Electricité, électronique/numérique, environnement;MC4 22705 TECH.ENERG.RENOUV.B EN.THERMIQUE;TECH.ENERG.RENOUV.B EN.THERMIQUE;22705;10;9;0.9;50;50;1.0;;;;;;;;;;60;59;0.9833333333333333;MC4 TECH.ENERG.RENOUV.B EN.THERMIQUE
2018;MC5;Alimentation, hôtellerie, restauration, tourisme;MC5 22104 PATISSERIE-GLACE.CHOCO.CONFIS.SP;PATISSERIE-GLACE.CHOCO.CONFIS.SP;22104;6;6;1.0;661;579;0.875945537065053;34;28;0.823529411764706;;;;;;;701;613;0.8744650499286734;MC5 PATISSERIE-GLACE.CHOCO.CONFIS.SP
2018;MC5;Alimentation, hôtellerie, restauration, tourisme;MC5 22105 CUISINIER DESSERTS RESTAU.;CUISINIER DESSERTS RESTAU.;22105;96;90;0.9375;248;226;0.911290322580645;15;13;0.866666666666667;;;;;;;359;329;0.9164345403899722;MC5 CUISINIER DESSERTS RESTAU.
2018;MC5;Productique, mécanique, automatisation;MC5 25405 SOUDAGE (MC5);SOUDAGE (MC5);25405;;;;106;96;0.905660377358491;6;5;0.833333333333333;;;;;;;112;101;0.9017857142857143;MC5 SOUDAGE (MC5)
2018;MC5;Santé, social, services à la personne et à la collectivité;MC5 33605 COIFFURE COUPE COULEUR (MC5);COIFFURE COUPE COULEUR (MC5);33605;275;240;0.872727272727273;262;187;0.713740458015267;21;17;0.80952380952381;;;;;;;558;444;0.7956989247311828;MC5 COIFFURE COUPE COULEUR (MC5)
2019;BAC PRO;Alimentation, hôtellerie, restauration, tourisme;BAC PRO 22104 BOUCHER CHARCUTIER TRAITEUR;BOUCHER CHARCUTIER TRAITEUR;22104;100;91;0.91;;;;;;;;;;;;;100;91;0.91;BAC PRO BOUCHER CHARCUTIER TRAITEUR
2019;BAC PRO;Alimentation, hôtellerie, restauration, tourisme;BAC PRO 31209 POISSONIER ECAILLER TRAITEUR;POISSONIER ECAILLER TRAITEUR;31209;9;7;0.777777777777778;12;11;0.916666666666667;;;;;;;;;;21;18;0.8571428571428571;BAC PRO POISSONIER ECAILLER TRAITEUR
2019;BAC PRO;Automobile, engins;BAC PRO 25219 MAINT.MATERIELS OPT.A AGRICOLES;MAINT.MATERIELS OPT.A AGRICOLES;25219;491;432;0.879837067209776;100;90;0.9;2;0;0.0;;;;;;;593;522;0.8802698145025295;BAC PRO MAINT.MATERIELS OPT.A AGRICOLES
2019;BAC PRO;Automobile, engins;BAC PRO 25410 CONSTRUCTION DES CARROSSERIES;CONSTRUCTION DES CARROSSERIES;25410;64;58;0.90625;9;8;0.888888888888889;;;;;;;;;;73;66;0.9041095890410958;BAC PRO CONSTRUCTION DES CARROSSERIES
2019;BAC PRO;Construction, bâtiment, travaux publics;BAC PRO 23005 TECHN. ETUDES BAT B ASSIST.ARCHI.;TECHN. ETUDES BAT B ASSIST.ARCHI.;23005;1041;873;0.838616714697406;1;1;1.0;16;15;0.9375;;;;;;;1058;889;0.8402646502835539;BAC PRO TECHN. ETUDES BAT B ASSIST.ARCHI.
2019;BAC PRO;Construction, bâtiment, travaux publics;BAC PRO 23404 TECHNICIEN CONSTRUCTEUR BOIS;TECHNICIEN CONSTRUCTEUR BOIS;23404;690;564;0.817391304347826;73;61;0.835616438356164;6;6;1.0;;;;1;1;1.0;770;632;0.8207792207792208;BAC PRO TECHNICIEN CONSTRUCTEUR BOIS
2019;BAC PRO;Construction, bâtiment, travaux publics;BAC PRO 23408 AGENCEMENT ESPACE ARCHITECTURAL;AGENCEMENT ESPACE ARCHITECTURAL;23408;357;303;0.848739495798319;;;;;;;;;;;;;357;303;0.8487394957983193;BAC PRO AGENCEMENT ESPACE ARCHITECTURAL
2019;BAC PRO;Electricité, électronique/numérique, environnement;BAC PRO 25514 SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.;SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.;25514;2213;1871;0.845458653411658;18;17;0.944444444444444;;;;;;;;;;2231;1888;0.8462572837292693;BAC PRO SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.
2019;BAC PRO;Gestion-administration, transport, logistique, sécurité;BAC PRO 31106 LOGISTIQUE;LOGISTIQUE;31106;2232;1749;0.783602150537634;45;39;0.866666666666667;57;54;0.947368421052632;;;;;;;2334;1842;0.7892030848329049;BAC PRO LOGISTIQUE
2019;BAC PRO;Gestion-administration, transport, logistique, sécurité;BAC PRO 34403 METIERS DE LA SECURITE;METIERS DE LA SECURITE;34403;1963;1830;0.932246561385634;8;6;0.75;13;13;1.0;;;;;;;1984;1849;0.9319556451612904;BAC PRO METIERS DE LA SECURITE
2019;BAC PRO;Industries graphiques, communication, audiovisuel, spectacle;BAC PRO 32304 PHOTOGRAPHIE;PHOTOGRAPHIE;32304;344;299;0.869186046511628;7;7;1.0;;;;;;;17;11;0.647058823529412;368;317;0.8614130434782609;BAC PRO PHOTOGRAPHIE
2019;BAC PRO;Mer;BAC PRO 25009 MAINTENANCE NAUTIQUE;MAINTENANCE NAUTIQUE;25009;412;326;0.79126213592233;29;24;0.827586206896552;;;;;;;;;;441;350;0.7936507936507936;BAC PRO MAINTENANCE NAUTIQUE
2019;BAC PRO;Productique, mécanique, automatisation;BAC PRO 20002 ETUD.DEFINITION PRDTS INDUSTRIEL;ETUD.DEFINITION PRDTS INDUSTRIEL;20002;654;509;0.7782874617737;;;;;;;;;;;;;654;509;0.7782874617737003;BAC PRO ETUD.DEFINITION PRDTS INDUSTRIEL
2019;BAC PRO;Productique, mécanique, automatisation;BAC PRO 20102 PILOTE DE LIGNE DE PRODUCTION;PILOTE DE LIGNE DE PRODUCTION;20102;275;211;0.767272727272727;58;49;0.844827586206897;72;63;0.875;;;;;;;405;323;0.7975308641975308;BAC PRO PILOTE DE LIGNE DE PRODUCTION
2019;BAC PRO;Productique, mécanique, automatisation;BAC PRO 23406 TECHNICIEN DE SCIERIE;TECHNICIEN DE SCIERIE;23406;12;11;0.916666666666667;1;1;1.0;5;4;0.8;;;;;;;18;16;0.8888888888888888;BAC PRO TECHNICIEN DE SCIERIE
